ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
1663,X074,,730 BRYANT AVENUE CONSOLIDATED LOCATION,,730 BRYANT AVENUE,X,8,316,730 BRYANT AVENUE CONSOLIDATED LOCATION,2,The Hunts Point School|Hyde Leadership Charter School|730 BRYANT AVENUE CONSOLIDATED LOCATION,0,6,6,3,3,3C,251-500,0.27,0.90,1.67,0.63,0.44
1664,X075,08X075,P.S. 75 School of Research and Discovery,X075,984 FAILE STREET,X,8,673,,1,P.S. 75 School of Research and Discovery,0,0,2,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1665,X076,11X076,P.S. 076 The Bennington School,X076,900 ADEE AVENUE,X,11,1065,,1,P.S. 076 The Bennington School,1,0,2,1,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1666,X077,12X195,P.S. 195,X195,1250 WARD AVENUE,X,12,994,1250 WARD AVENUE CONSOLIDATED LOCATION,2,P.S. 195 |  P.S. 196 |  1250 WARD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
1667,X077,12X196,P.S. 196,X196,1250 WARD AVENUE,X,12,989,1250 WARD AVENUE CONSOLIDATED LOCATION,2,P.S. 195 |  P.S. 196 |  1250 WARD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
1668,X077,,1250 WARD AVENUE CONSOLIDATED LOCATION,,1250 WARD AVENUE,X,12,1983,1250 WARD AVENUE CONSOLIDATED LOCATION,2,P.S. 195 |  P.S. 196 |  1250 WARD AVENUE CONSOLIDATED LOCATION,4,7,2,9,2,9C,1751-2000,0.90,3.50,7.25,2.55,1.45
1669,X078,11X078,P.S. 078 Anne Hutchinson,X078,1400 NEEDHAM AVENUE,X,11,812,,1,P.S. 078 Anne Hutchinson,0,2,8,1,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1670,X079,10X382,"Elementary School for Math, Science, and Technolog",X382,125 EAST 181 STREET,X,10,279,125 EAST 181 STREET CONSOLIDATED LOCATION,3,"Elementary School for Math, Science, and Technolog |  School for Environmental Citizenship |  Creston Academy |  125 EAST 181 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1671,X079,10X386,School for Environmental Citizenship,X386,125 EAST 181 STREET,X,10,611,125 EAST 181 STREET CONSOLIDATED LOCATION,3,"Elementary School for Math, Science, and Technolog |  School for Environmental Citizenship |  Creston Academy |  125 EAST 181 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1672,X079,10X447,Creston Academy,X447,125 EAST 181 STREET,X,10,477,125 EAST 181 STREET CONSOLIDATED LOCATION,3,"Elementary School for Math, Science, and Technolog |  School for Environmental Citizenship |  Creston Academy |  125 EAST 181 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1673,X079,,125 EAST 181 STREET CONSOLIDATED LOCATION,,125 EAST 181 STREET,X,10,1367,125 EAST 181 STREET CONSOLIDATED LOCATION,3,"Elementary School for Math, Science, and Technolog |  School for Environmental Citizenship |  Creston Academy |  125 EAST 181 STREET CONSOLIDATED LOCATION",0,0,1,0,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54
1674,X080,10X080,J.H.S. 080 The Mosholu Parkway,X080,149 EAST MOSHOLU PKWY,X,10,636,149 EAST MOSHOLU PKWY CONSOLIDATED LOCATION,2,J.H.S. 080 The Mosholu Parkway |  P.S./M.S. 280 Mosholu Parkway |  3202 STEUBEN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1675,X080,10X280,P.S./M.S. 280 Mosholu Parkway,X280,3202 STEUBEN AVENUE,X,10,894,3202 STEUBEN AVENUE CONSOLIDATED LOCATION,2,J.H.S. 080 The Mosholu Parkway |  P.S./M.S. 280 Mosholu Parkway |  3202 STEUBEN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
1676,X080,,3202 STEUBEN AVENUE CONSOLIDATED LOCATION,,3202 STEUBEN AVENUE,X,10,1530,3202 STEUBEN AVENUE CONSOLIDATED LOCATION,2,J.H.S. 080 The Mosholu Parkway |  P.S./M.S. 280 Mosholu Parkway |  3202 STEUBEN AVENUE CONSOLIDATED LOCATION,0,9,16,0,5,8C,1501-1750,0.59,2.30,4.80,1.36,1.17
1677,X081,10X081,P.S. 081 Robert J. Christen,X081,5550 RIVERDALE AVENUE,X,10,683,,1,P.S. 081 Robert J. Christen,1,0,0,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53
1678,X082,09X232,I.S. 232,X232,1700 MACOMBS ROAD,X,9,511,1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1679,X082,09X303,I.S. X303 Leadership & Community Service,X303,1700 MACOMBS ROAD,X,9,319,1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1680,X082,09X365,Academy for Language and Technology,X365,1700 MACOMBS ROAD,X,9,311,1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1681,X082,,1700 MACOMBS ROAD CONSOLIDATED LOCATION,,1700 MACOMBS ROAD,X,9,1141,1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,0,0,5,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1682,X083,11X083,P.S. 083 Donald Hertz,X083,950 RHINELANDER AVENUE,X,11,1721,,1,P.S. 083 Donald Hertz,1,3,8,2,2,8C,1501-1750,0.59,2.30,4.80,1.36,1.17
1683,X084,75X811,P.S. X811,X811,1434 LONGFELLOW AVENUE,X,12,634,,1,P.S. X811,0,1,0,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53
1684,X085,10X085,P.S. 085 Great Expectations,X085,2400 MARION AVENUE,X,10,1014,,1,P.S. 085 Great Expectations,0,0,1,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1685,X086,10X086,P.S. 086 Kingsbridge Heights,X086,2756 RESERVOIR AVENUE,X,10,1692,,1,P.S. 086 Kingsbridge Heights,0,0,2,0,0,8C,1501-1750,0.59,2.30,4.80,1.36,1.17
1686,X087,11X087,P.S. 087 Bronx,X087,1935 BUSSING AVENUE,X,11,634,,1,P.S. 087 Bronx,0,0,1,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1687,X088,09X088,P.S. X088 - S. Silverstein Little Sparrow School,X088,1340 SHERIDAN AVENUE,X,9,188,,1,P.S. X088 - S. Silverstein Little Sparrow School,0,0,1,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32
1688,X089,11X089,P.S. 089 Bronx,X089,980 MACE AVENUE,X,11,1484,,1,P.S. 089 Bronx,0,2,1,1,1,7C,1251-1500,0.64,3.02,5.77,1.72,1.54
1689,X090,09X443,The Family School,X443,1116 SHERIDAN AVENUE,X,9,542,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,2,The Family School |  Sheridan Academy for Young Leaders |  1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1690,X090,09X457,Sheridan Academy for Young Leaders,X457,1116 SHERIDAN AVENUE,X,9,597,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,2,The Family School |  Sheridan Academy for Young Leaders |  1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1691,X090,,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,,1116 SHERIDAN AVENUE,X,9,1139,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,2,The Family School |  Sheridan Academy for Young Leaders |  1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,0,1,1,0,1,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1692,X091,10X091,P.S. 091 Bronx,X091,2200 AQUEDUCT AVENUE,X,10,760,,1,P.S. 091 Bronx,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1693,X092,12X092,P.S. 092 Bronx,X092,700 EAST 179 STREET,X,12,455,,1,P.S. 092 Bronx,0,0,2,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
1694,X093,08X093,P.S. 093 Albert G. Oliver,X093,1535 STORY AVENUE,X,8,384,,1,P.S. 093 Albert G. Oliver I Icahn Charter School 7,1,0,1,1,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
1695,X094,10X094,P.S. 094 Kings College School,X094,3530 KINGS COLLEGE PLACE,X,10,1230,,1,P.S. 094 Kings College School,1,2,0,1,2,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1696,X095,10X095,P.S. 095 Sheila Mencher,X095,3961 HILLMAN AVENUE,X,10,1309,3961 HILLMAN AVENUE CONSOLIDATED LOCATION,2,P.S. 095 Sheila Mencher |  Ampark Neighborhood |  3961 HILLMAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,7C,1251-1500,N/A,N/A,N/A,N/A,N/A
1697,X095,10X344,Ampark Neighborhood,X344,3961 HILLMAN AVENUE,X,10,400,3961 HILLMAN AVENUE CONSOLIDATED LOCATION,2,P.S. 095 Sheila Mencher |  Ampark Neighborhood |  3961 HILLMAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1698,X095,,3961 HILLMAN AVENUE CONSOLIDATED LOCATION,,3961 HILLMAN AVENUE,X,10,1709,3961 HILLMAN AVENUE CONSOLIDATED LOCATION,2,P.S. 095 Sheila Mencher |  Ampark Neighborhood |  3961 HILLMAN AVENUE CONSOLIDATED LOCATION,2,4,1,3,3,8C,1501-1750,0.59,2.30,4.80,1.36,1.17
1699,X096,11X096,P.S. 096 Richard Rodgers,X096,650 WARING AVENUE,X,11,971,,1,P.S. 096 Richard Rodgers,0,0,1,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1700,X097,11X097,P.S. 097 Bronx,X097,1375 MACE AVENUE,X,11,694,,1,P.S. 097 Bronx,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1701,X098,12X098,J.H.S. 098 Herman Ridder,X098,1619 BOSTON ROAD,X,12,199,1619 BOSTON ROAD CONSOLIDATED LOCATION,3,J.H.S. 098 Herman Ridder |  Explorations Academy  |    Bronx Envision Academy |  1619 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1702,X098,12X251,Explorations Academy,X251,1619 BOSTON ROAD,X,12,363,1619 BOSTON ROAD CONSOLIDATED LOCATION,3,J.H.S. 098 Herman Ridder |  Explorations Academy  |    Bronx Envision Academy |  1619 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1703,X098,12X511,Bronx Envision Academy,X511,1619 BOSTON ROAD,X,12,396,1619 BOSTON ROAD CONSOLIDATED LOCATION,3,J.H.S. 098 Herman Ridder |  Explorations Academy  |    Bronx Envision Academy |  1619 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1704,X098,,1619 BOSTON ROAD CONSOLIDATED LOCATION,,1619 BOSTON ROAD,X,12,958,1619 BOSTON ROAD CONSOLIDATED LOCATION,3,J.H.S. 098 Herman Ridder |  Explorations Academy  |    Bronx Envision Academy |  1619 BOSTON ROAD CONSOLIDATED LOCATION,1,8,9,3,5,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1705,X099,12X248,"Metropolitan High School, The",X248,1180 REV. J.A. POLITE AVE.,X,12,341,1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION,2,"Metropolitan High School, The |  Peace and Diversity Academy |  1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1706,X099,12X278,Peace and Diversity Academy,X278,1180 REV. J.A. POLITE AVE.,X,12,125,1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION,2,"Metropolitan High School, The |  Peace and Diversity Academy |  1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1707,X099,,1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION,,1180 REV. J.A. POLITE AVE.,X,12,466,1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION,2,"Metropolitan High School, The |  Peace and Diversity Academy |  1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION",0,3,12,0,1,3C,251-500,0.27,0.90,1.67,0.63,0.44
1708,X100,08X100,P.S. 100 Isaac Clason,X100,800 TAYLOR AVENUE,X,8,612,,1,P.S. 100 Isaac Clason,1,1,1,1,1,4C,501-750,0.28,1.11,1.74,0.75,0.53
1709,X101,08X101,M.S. X101 Edward R. Byrne,X101,2750 LAFAYETTE AVENUE,X,8,496,2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,P.S. X010 |  M.S. X101 Edward R. Byrne |  P.S. 304 Early Childhood School |  2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1710,X101,08X304,P.S. 304 Early Childhood School,X304,2750 LAFAYETTE AVENUE,X,8,519,2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,P.S. X010 |  M.S. X101 Edward R. Byrne |  P.S. 304 Early Childhood School |  2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1711,X101,75X010,P.S. X010,X010,2750 LAFAYETTE AVENUE,X,8,508,2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,P.S. X010 |  M.S. X101 Edward R. Byrne |  P.S. 304 Early Childhood School |  2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1712,X101,,2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,2750 LAFAYETTE AVENUE,X,8,1523,2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,P.S. X010 |  M.S. X101 Edward R. Byrne |  P.S. 304 Early Childhood School |  2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,0,1,0,1,0,8C,1501-1750,0.59,2.30,4.80,1.36,1.17
1713,X102,12X531,Archer Elementary School,X531,1827 ARCHER STREET,X,12,521,1827 ARCHER STREET CONSOLIDATED LOCATION,3,Archer Elementary School |  PS 536 |  Bronx Little School |  1827 ARCHER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1714,X102,12X536,PS 536,X536,1827 ARCHER STREET,X,12,438,1827 ARCHER STREET CONSOLIDATED LOCATION,3,Archer Elementary School |  PS 536 |  Bronx Little School |  1827 ARCHER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1715,X102,12X691,Bronx Little School,X691,1827 ARCHER STREET,X,12,342,1827 ARCHER STREET CONSOLIDATED LOCATION,3,Archer Elementary School |  PS 536 |  Bronx Little School |  1827 ARCHER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1716,X102,,1827 ARCHER STREET CONSOLIDATED LOCATION,,1827 ARCHER STREET,X,12,1301,1827 ARCHER STREET CONSOLIDATED LOCATION,3,Archer Elementary School |  PS 536 |  Bronx Little School |  1827 ARCHER STREET CONSOLIDATED LOCATION,0,1,1,1,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54
1717,X103,11X103,P.S. 103 Hector Fontanez,X103,4125 CARPENTER AVENUE,X,11,1170,,1,P.S. 103 Hector Fontanez,0,0,1,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1718,X104,09X199,P.S. 199X - The Shakespeare School,X199,1449 SHAKESPEARE AVENUE,X,9,806,,1,P.S. 199X - The Shakespeare School,0,0,2,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1719,X105,11X105,P.S. 105 Sen Abraham Bernstein,X105,725 BRADY AVENUE,X,11,1258,,1,P.S. 105 Sen Abraham Bernstein,0,0,2,0,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54
1720,X106,11X106,P.S. 106 Parkchester,X106,2120 ST RAYMOND'S AVENUE,X,11,1170,,1,P.S. 106 Parkchester,0,1,4,1,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1721,X107,08X107,P.S. 107,X107,1695 SEWARD AVENUE,X,8,526,,1,P.S. 107,0,2,0,2,0,2C,1-250,0.24,0.71,1.71,0.51,0.32
1722,X108,11X108,P.S. 108 Philip J. Abinanti,X108,1166 NEILL AVENUE,X,11,597,,1,P.S. 108 Philip J. Abinanti,0,1,1,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1723,X109,09X109,P.S. 109 Sedgwick,X109,1771 POPHAM AVENUE,X,9,769,,1,P.S. 109 Sedgwick,0,0,3,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1724,X110,09X110,P.S. 110 Theodore Schoenfeld,X110,580 CROTONA PARK SOUTH,X,9,476,580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,2,P.S. 110 Theodore Schoenfeld |  Mott Hall III |  580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1725,X110,09X128,Mott Hall III,X128,580 CROTONA PARK SOUTH,X,9,371,580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,2,P.S. 110 Theodore Schoenfeld |  Mott Hall III |  580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1726,X110,,580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,,580 CROTONA PARK SOUTH,X,9,847,580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,2,P.S. 110 Theodore Schoenfeld |  Mott Hall III |  580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,0,1,2,1,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1727,X111,11X111,P.S. 111 Seton Falls,X111,3740 BAYCHESTER AVENUE,X,11,753,,2,P.S. 111 Seton Falls I Bronx Charter School for Better Learning,0,0,1,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1728,X112,11X112,P.S. 112 Bronxwood,X112,1925 SCHIEFFELIN AVENUE,X,11,419,,1,P.S. 112 Bronxwood,0,0,1,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
1729,X113,11X272,Globe School for Environmental Research,X272,3710 BARNES AVENUE,X,11,197,3710 BARNES AVENUE CONSOLIDATED LOCATION,4,Globe School for Environmental Research |  The Forward School |  The Young Scholars Academy of The Bronx |  School of Diplomacy |  3710 BARNES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1730,X113,11X287,The Forward School,X287,3710 BARNES AVENUE,X,11,248,3710 BARNES AVENUE CONSOLIDATED LOCATION,4,Globe School for Environmental Research |  The Forward School |  The Young Scholars Academy of The Bronx |  School of Diplomacy |  3710 BARNES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1731,X113,11X289,The Young Scholars Academy of The Bronx,X289,3710 BARNES AVENUE,X,11,288,3710 BARNES AVENUE CONSOLIDATED LOCATION,4,Globe School for Environmental Research |  The Forward School |  The Young Scholars Academy of The Bronx |  School of Diplomacy |  3710 BARNES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1732,X113,11X370,School of Diplomacy,X370,3710 BARNES AVENUE,X,11,232,3710 BARNES AVENUE CONSOLIDATED LOCATION,4,Globe School for Environmental Research |  The Forward School |  The Young Scholars Academy of The Bronx |  School of Diplomacy |  3710 BARNES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1733,X113,,3710 BARNES AVENUE CONSOLIDATED LOCATION,,3710 BARNES AVENUE,X,11,965,3710 BARNES AVENUE CONSOLIDATED LOCATION,4,Globe School for Environmental Research |  The Forward School |  The Young Scholars Academy of The Bronx |  School of Diplomacy |  3710 BARNES AVENUE CONSOLIDATED LOCATION,1,18,15,5,10,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1734,X114,09X114,P.S. X114 - Luis Llorens Torres Schools,X114,1155 CROMWELL AVENUE,X,9,790,,1,P.S. X114 - Luis Llorens Torres Schools,0,2,1,1,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1735,X115,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,X363,120 EAST 184 STREET,X,10,455,120 EAST 184 STREET CONSOLIDATED LOCATION,2,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE |  East Fordham Academy for the Arts |  120 EAST 184 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1736,X115,10X459,East Fordham Academy for the Arts,X459,120 EAST 184 STREET,X,10,323,120 EAST 184 STREET CONSOLIDATED LOCATION,2,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE |  East Fordham Academy for the Arts |  120 EAST 184 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1737,X115,,120 EAST 184 STREET CONSOLIDATED LOCATION,,120 EAST 184 STREET,X,10,778,120 EAST 184 STREET CONSOLIDATED LOCATION,2,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE |  East Fordham Academy for the Arts |  120 EAST 184 STREET CONSOLIDATED LOCATION,0,2,6,0,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1738,X116,12X217,School of Performing Arts,X217,977 FOX STREET,X,12,313,977 FOX STREET CONSOLIDATED LOCATION,3,School of Performing Arts | Entrada Academy | South Bronx Classical Charter School | 977 FOX STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1739,X116,12X384,Entrada Academy,X384,977 FOX STREET,X,12,254,977 FOX STREET CONSOLIDATED LOCATION,3,School of Performing Arts | Entrada Academy | South Bronx Classical Charter School | 977 FOX STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1740,X116,84X346,South Bronx Classical Charter School,X346,977 FOX STREET,X,12,440,977 FOX STREET CONSOLIDATED LOCATION,3,School of Performing Arts | Entrada Academy | South Bronx Classical Charter School | 977 FOX STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1741,X116,,977 FOX STREET CONSOLIDATED LOCATION,,977 FOX STREET,X,12,1007,977 FOX STREET CONSOLIDATED LOCATION,3,School of Performing Arts | Entrada Academy | South Bronx Classical Charter School | 977 FOX STREET CONSOLIDATED LOCATION,0,2,5,0,2,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1742,X117,09X117,I.S. 117 Joseph H. Wade,X117,1865 MORRIS AVENUE,X,9,575,1865 MORRIS AVENUE CONSOLIDATED LOCATION,2,I.S. 117 Joseph H. Wade |  Young Women's Leadership School of the Bronx |  1865 MORRIS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1743,X117,09X568,Young Women's Leadership School of the Bronx,X568,1865 MORRIS AVENUE,X,9,329,1865 MORRIS AVENUE CONSOLIDATED LOCATION,2,I.S. 117 Joseph H. Wade |  Young Women's Leadership School of the Bronx |  1865 MORRIS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1744,X117,,1865 MORRIS AVENUE CONSOLIDATED LOCATION,,1865 MORRIS AVENUE,X,9,904,1865 MORRIS AVENUE CONSOLIDATED LOCATION,2,I.S. 117 Joseph H. Wade |  Young Women's Leadership School of the Bronx |  1865 MORRIS AVENUE CONSOLIDATED LOCATION,0,3,2,1,2,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1745,X118,10X118,MS 118(XW),X118,577 EAST 179 STREET,X,10,1156,,1,MS 118(XW),3,6,15,2,5,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1746,X119,08X119,P.S. 119,X119,1075 PUGSLEY AVENUE,X,8,979,,1,P.S. 119,0,0,2,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1747,X120,08X301,M.S. 301 Paul L. Dunbar,X301,890 CAULDWELL AVENUE,X,8,202,,1,M.S. 301 Paul L. Dunbar,1,3,7,2,2,2C,1-250,0.24,0.71,1.71,0.51,0.32
1748,X121,11X121,P.S. 121 Throop,X121,2750 THROOP AVENUE,X,11,958,,1,P.S. 121 Throop,0,1,2,1,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1749,X122,10X310,P.S. 310 Marble Hill,X310,260 W KINGSBRIDGE RD,X,10,824,,1,P.S. 310 Marble Hill,0,1,0,0,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1750,X123,08X123,J.H.S. 123 James M. Kieran,X123,1025 MORRISON AVENUE,X,8,343,1025 MORRISON AVENUE CONSOLIDATED LOCATION,2,J.H.S. 123 James M. Kieran |  The School for Inquiry and Social Justice |  1025 MORRISON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
